"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 17 00:03:00 IST 2022","Tue May 17 00:03:07 IST 2022","7231","","Test demonstrating Selectors in TestCafe","","Test demonstrating Selectors in TestCafe","Validate Scenario with Selectors usage","Validate Scenario with Selectors usage",""
